# Texture Atlas Mapping
# Auflösung (px): 24
# Spalten: 20  Zeilen: 16
# Format: ID	Name	Col	Row
232	ruler-horizontal	12	11
233	ruler-square	13	11
234	scissors	14	11
235	section	15	11
236	sewing-pin-filled	16	11
237	sewing-pin	17	11
238	shadow-inner	18	11
239	shadow-none	19	11
240	shadow-outer	0	12
241	shadow	1	12
242	share-1	2	12
243	share-2	3	12
244	shuffle	4	12
245	size	5	12
246	slash	6	12
247	slider	7	12
248	space-between-horizontally	8	12
249	space-between-vertically	9	12
250	space-evenly-horizontally	10	12
251	space-evenly-vertically	11	12
252	speaker-loud	12	12
253	speaker-moderate	13	12
254	speaker-off	14	12
255	speaker-quiet	15	12
256	square	16	12
257	stack	17	12
258	star-filled	18	12
259	star	19	12
260	stop	0	13
261	stopwatch	1	13
262	stretch-horizontally	2	13
263	stretch-vertically	3	13
264	strikethrough	4	13
265	sun	5	13
266	switch	6	13
267	symbol	7	13
268	table	8	13
269	target	9	13
270	text-align-bottom	10	13
271	text-align-center	11	13
272	text-align-justify	12	13
273	text-align-left	13	13
274	text-align-middle	14	13
275	text-align-right	15	13
276	text-align-top	16	13
277	text-none	17	13
278	text	18	13
279	thick-arrow-down	19	13
280	thick-arrow-left	0	14
281	thick-arrow-right	1	14
282	thick-arrow-up	2	14
283	timer	3	14
284	tokens	4	14
285	track-next	5	14
286	track-previous	6	14
287	transform	7	14
288	trash	8	14
289	triangle-down	9	14
290	triangle-left	10	14
291	triangle-right	11	14
292	triangle-up	12	14
293	underline	13	14
294	update	14	14
295	upload	15	14
296	value-none	16	14
297	value	17	14
298	video	18	14
299	view-grid	19	14
300	view-horizontal	0	15
301	view-none	1	15
302	view-vertical	2	15
303	width	3	15
304	zoom-in	4	15
305	zoom-out	5	15
